data_entrada_brasil;data_cadastro;dif_dtcad_dtingr_meses;sexo;fx_etaria;pais_origem;distrito_moradia;regiao;condicoes_moradia;cidade_ingresso;cor_raca;escolaridade;situacao_migratoria;fonte_renda;sabendo_crai;demanda_1
Não informado;08/12/2014;Não informado;Masculino;Não informado;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Não respondeu;Outros;Visto temporário;Não informado;Não informado;Não informado
Não informado;09/12/2014;Não informado;Feminino;30 a 39 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Branca;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;10/12/2014;Não informado;Feminino;18 a 29 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Indígena;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;10/12/2014;Não informado;Feminino;30 a 39 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Indígena;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;11/12/2014;Não informado;Feminino;18 a 29 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Amarela;Ensino fundamental completo;Indocumentado/ Irregular;Não informado;Não informado;Não informado
Não informado;11/12/2014;Não informado;Masculino;30 a 39 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Branca;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;11/12/2014;Não informado;Masculino;30 a 39 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Indígena;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;12/12/2014;Não informado;Masculino;12 a 17 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Não respondeu;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Não informado
Não informado;12/12/2014;Não informado;Feminino;18 a 29 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Amarela;Ensino fundamental completo;Visto temporário;Não informado;Não informado;Não informado
Não informado;12/12/2014;Não informado;Masculino;18 a 29 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Indígena;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Não informado
Não informado;12/12/2014;Não informado;Feminino;30 a 39 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Indígena;Outros;Visto permanente;Não informado;Não informado;Não informado
Não informado;12/12/2014;Não informado;Feminino;30 a 39 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Amarela;Ensino fundamental completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;12/12/2014;Não informado;Masculino;30 a 39 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Indígena;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;12/12/2014;Não informado;Feminino;50 a 59 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Indígena;Ensino fundamental completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;15/01/2015;Não informado;Masculino;18 a 29 anos;Bolívia;Não informado;Não informado;Outros;Não informado;Não respondeu;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;16/01/2015;Não informado;Masculino;50 a 59 anos;Bolívia;Não informado;Não informado;Casa própria;Não informado;Parda;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;10/02/2015;Não informado;Feminino;40 a 49 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Indígena;Ensino fundamental completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;11/02/2015;Não informado;Masculino;40 a 49 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Parda;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;19/02/2015;Não informado;Feminino;18 a 29 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Indígena;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;26/02/2015;Não informado;Masculino;40 a 49 anos;Bolívia;Não informado;Não informado;Sem moradia;Não informado;Não informado;Ensino médio completo;Visto temporário;Não informado;Não informado;Não informado
Não informado;05/03/2015;Não informado;Masculino;40 a 49 anos;Bolívia;Não informado;Não informado;Ocupação;Não informado;Não respondeu;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
Não informado;13/03/2015;Não informado;Feminino;50 a 59 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Parda;Ensino médio completo;Visto temporário;Não informado;Não informado;Não informado
Não informado;24/03/2015;Não informado;Masculino;30 a 39 anos;Bolívia;Não informado;Não informado;Centro de Acolhida;Não informado;Indígena;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Não informado
Não informado;30/03/2015;Não informado;Masculino;18 a 29 anos;Bolívia;Não informado;Não informado;Aluguel ou pensão;Não informado;Indígena;Ensino superior completo;Visto temporário;Não informado;Não informado;Não informado
03/03/1978;10/04/2015;445;Feminino;30 a 39 anos;Bolívia;República;centro;Ocupação;Não informado;Não informado;Ensino médio completo;Naturalizado;Não informado;Não informado;Orientação jurídica
01/01/2013;24/04/2015;27;Masculino;30 a 39 anos;Bolívia;República;centro;Em situação de rua;Não informado;Não informado;Ensino fundamental completo;Indocumentado/ Irregular;Não informado;Não informado;Serviços de assistência social
25/02/2015;29/04/2015;2;Masculino;30 a 39 anos;Bolívia;Água Rasa;leste;Aluguel ou pensão;Não informado;Não informado;Ensino médio completo;Visto permanente;Não informado;Não informado;Demandas diversas
10/04/2014;30/04/2015;12;Feminino;18 a 29 anos;Bolívia;São Miguel;leste;Casa de parente ou amigo;Não informado;Não informado;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Documentos
04/01/2013;07/05/2015;28;Masculino;18 a 29 anos;Bolívia;Penha;leste;Centro de Acolhida;Não informado;Indígena;Ensino médio incompleto;Visto temporário;Não informado;Não informado;Documentos
18/12/2010;12/05/2015;52;Masculino;30 a 39 anos;Bolívia;São Mateus;leste;Ocupação;Não informado;Indígena;Ensino médio incompleto;Visto permanente;Não informado;Não informado;Regularização migratória
18/12/2010;12/05/2015;52;Feminino;30 a 39 anos;Bolívia;São Mateus;leste;Ocupação;Não informado;Indígena;Ensino médio completo;Visto permanente;Não informado;Não informado;Documentos
18/12/2010;12/05/2015;52;Feminino;12 a 17 anos;Bolívia;São Mateus;leste;Ocupação;Não informado;Indígena;Ensino fundamental incompleto;Visto permanente;Não informado;Não informado;Serviços de assistência social
18/12/2010;12/05/2015;52;Feminino;12 a 17 anos;Bolívia;São Mateus;leste;Ocupação;Não informado;Indígena;Ensino fundamental incompleto;Visto permanente;Não informado;Não informado;Serviços de assistência social
01/06/2004;13/05/2015;131;Feminino;30 a 39 anos;Bolívia;Bom Retiro;centro;Aluguel ou pensão;Não informado;Indígena;Ensino fundamental completo;Visto permanente;Não informado;Não informado;Serviços de assistência social
15/08/2009;18/05/2015;69;Feminino;30 a 39 anos;Bolívia;Brás;leste;Casa de parente ou amigo;Não informado;Parda;Ensino médio completo;Visto permanente;Não informado;Não informado;Demandas diversas
08/03/1982;20/05/2015;398;Feminino;30 a 39 anos;Bolívia;Belém;leste;Aluguel ou pensão;Não informado;Parda;Ensino médio completo;Visto permanente;Não informado;Não informado;Orientação jurídica
30/08/1959;21/05/2015;668;Feminino;50 a 59 anos;Bolívia;Perdizes;oeste;Casa própria;Não informado;Branca;Ensino superior incompleto;Visto permanente;Não informado;Não informado;Documentos
30/08/1959;21/05/2015;668;Feminino;50 a 59 anos;Bolívia;Perdizes;oeste;Casa própria;Não informado;Branca;Ensino superior incompleto;Visto permanente;Não informado;Não informado;Documentos
02/01/2009;22/05/2015;76;Feminino;12 a 17 anos;Bolívia;Perus;norte;Aluguel ou pensão;Não informado;Parda;Ensino fundamental completo;Visto temporário;Não informado;Não informado;Documentos
25/01/2009;22/05/2015;75;Feminino;30 a 39 anos;Bolívia;Tatuapé;leste;Aluguel ou pensão;Não informado;Indígena;Ensino superior completo;Visto permanente;Não informado;Não informado;Documentos
01/07/1998;27/05/2015;202;Feminino;30 a 39 anos;Bolívia;Outro Município;Outro Município;Aluguel ou pensão;Não informado;Indígena;Ensino médio incompleto;Visto permanente;Não informado;Não informado;Serviços de assistência social
06/03/2011;29/05/2015;50;Masculino;30 a 39 anos;Bolívia;Outro Município;Outro Município;Centro de Acolhida;Não informado;Indígena;Ensino médio completo;Visto temporário;Não informado;Não informado;Documentos
02/10/2008;01/06/2015;79;Feminino;30 a 39 anos;Bolívia;Carrão;leste;Aluguel ou pensão;Não informado;Parda;Ensino médio completo;Visto permanente;Não informado;Não informado;Demandas diversas
31/12/2013;02/06/2015;17;Feminino;30 a 39 anos;Bolívia;Sé;centro;Aluguel ou pensão;Não informado;Indígena;Ensino médio incompleto;Indocumentado/ Irregular;Não informado;Não informado;Serviços de assistência social
27/02/2015;03/06/2015;3;Masculino;18 a 29 anos;Bolívia;Itaquera;leste;Aluguel ou pensão;Não informado;Indígena;Ensino superior completo;Visto temporário;Não informado;Não informado;Reinserção no mercado de trabalho
28/03/2015;03/06/2015;2;Feminino;30 a 39 anos;Bolívia;Guaianases;leste;Aluguel ou pensão;Não informado;Indígena;Ensino médio incompleto;Visto permanente;Não informado;Não informado;Regularização migratória
28/03/2015;03/06/2015;2;Feminino;40 a 49 anos;Bolívia;Guaianases;leste;Aluguel ou pensão;Não informado;Indígena;Ensino superior completo;Visto permanente;Não informado;Não informado;Regularização migratória
22/12/2012;12/06/2015;29;Feminino;18 a 29 anos;Bolívia;Guaianases;leste;Aluguel ou pensão;Não informado;Parda;Ensino médio incompleto;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
26/10/2014;22/06/2015;7;Masculino;40 a 49 anos;Bolívia;Sé;centro;Sem moradia;Não informado;Indígena;Ensino superior completo;Visto permanente;Não informado;Não informado;Documentos
01/05/1992;24/06/2015;277;Masculino;50 a 59 anos;Bolívia;Outro Município;Outro Município;Ocupação;Não informado;Indígena;Ensino médio incompleto;Visto permanente;Não informado;Não informado;Serviços de assistência social
01/03/2014;01/07/2015;16;Feminino;30 a 39 anos;Bolívia;Belém;leste;Aluguel ou pensão;Não informado;Indígena;Ensino médio completo;Visto permanente;Não informado;Não informado;Documentos
14/03/2012;15/07/2015;40;Masculino;30 a 39 anos;Bolívia;Ermelino Matarazzo;leste;Aluguel ou pensão;Não informado;Indígena;Ensino médio incompleto;Visto temporário;Não informado;Não informado;Regularização migratória
14/03/2012;15/07/2015;40;Feminino;30 a 39 anos;Bolívia;Ermelino Matarazzo;leste;Aluguel ou pensão;Não informado;Indígena;Ensino médio incompleto;Visto temporário;Não informado;Não informado;Regularização migratória
09/11/2011;15/07/2015;44;Feminino;12 a 17 anos;Bolívia;Ermelino Matarazzo;leste;Aluguel ou pensão;Não informado;Indígena;Ensino fundamental incompleto;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
16/04/2007;15/07/2015;98;Feminino;30 a 39 anos;Bolívia;Vila Medeiros;norte;Aluguel ou pensão;Não informado;Parda;Ensino médio completo;Visto permanente;Não informado;Não informado;Documentos
24/02/2004;20/07/2015;136;Masculino;12 a 17 anos;Bolívia;Brás;leste;Centro de Acolhida;Não informado;Parda;Ensino médio completo;Visto permanente;Não informado;Não informado;Documentos
15/03/2015;27/07/2015;4;Feminino;12 a 17 anos;Bolívia;Belém;leste;Aluguel ou pensão;Não informado;Amarela;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Serviços de assistência social
10/02/2008;10/08/2015;90;Feminino;30 a 39 anos;Bolívia;Carrão;leste;Aluguel ou pensão;Não informado;Parda;Ensino médio completo;Visto permanente;Não informado;Não informado;Documentos
31/05/2015;12/08/2015;2;Feminino;18 a 29 anos;Bolívia;Sé;centro;Sem moradia;Não informado;Indígena;Ensino médio incompleto;Indocumentado/ Irregular;Não informado;Não informado;Serviços de assistência social
09/04/2011;19/08/2015;52;Feminino;18 a 29 anos;Bolívia;Cangaíba;leste;Aluguel ou pensão;Não informado;Não respondeu;Ensino médio completo;Visto permanente;Não informado;Não informado;Reinserção no mercado de trabalho
21/01/2012;19/08/2015;42;Feminino;18 a 29 anos;Bolívia;Vila Maria;norte;Aluguel ou pensão;Não informado;Não respondeu;Ensino médio completo;Visto permanente;Não informado;Não informado;Regularização migratória
27/02/2012;19/08/2015;41;Masculino;18 a 29 anos;Bolívia;Vila Maria;norte;Aluguel ou pensão;Não informado;Não respondeu;Ensino médio completo;Visto permanente;Não informado;Não informado;Regularização migratória
20/01/2009;20/08/2015;79;Masculino;30 a 39 anos;Bolívia;Cangaíba;leste;Aluguel ou pensão;Não informado;Parda;Ensino fundamental completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
18/02/1999;25/08/2015;198;Feminino;30 a 39 anos;Bolívia;Bom Retiro;centro;Igreja ou Instituição religiosa;Não informado;Indígena;Ensino fundamental completo;Indocumentado/ Irregular;Não informado;Não informado;Documentos
28/10/2011;02/09/2015;46;Masculino;18 a 29 anos;Bolívia;Grajaú;sul;Aluguel ou pensão;Não informado;Não respondeu;Ensino médio completo;Visto permanente;Não informado;Não informado;Orientação jurídica
07/06/2005;23/09/2015;123;Masculino;18 a 29 anos;Bolívia;Grajaú;sul;Aluguel ou pensão;Não informado;Indígena;Ensino médio completo;Visto permanente;Não informado;Não informado;Orientação jurídica
10/09/2010;23/09/2015;60;Feminino;30 a 39 anos;Bolívia;Guaianases;leste;Aluguel ou pensão;Não informado;Branca;Ensino superior incompleto;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
03/03/2013;30/09/2015;30;Feminino;30 a 39 anos;Bolívia;Vila Prudente;leste;Centro de Acolhida;Não informado;Parda;Ensino fundamental completo;Visto temporário;Não informado;Não informado;Regularização migratória
07/02/2012;30/09/2015;43;Feminino;18 a 29 anos;Bolívia;Vila Maria;norte;Aluguel ou pensão;Não informado;Parda;Ensino médio completo;Visto permanente;Não informado;Não informado;Regularização migratória
13/09/2004;05/10/2015;132;Feminino;18 a 29 anos;Bolívia;Tucuruvi;norte;Aluguel ou pensão;Não informado;Parda;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Não informado
23/05/2015;05/10/2015;4;Feminino;18 a 29 anos;Bolívia;Aricanduva;leste;Aluguel ou pensão;Não informado;Indígena;Ensino médio completo;Visto permanente;Não informado;Não informado;Documentos
06/02/2009;20/10/2015;80;Feminino;18 a 29 anos;Bolívia;Tucuruvi;norte;Aluguel ou pensão;Não informado;Parda;Ensino médio incompleto;Visto permanente;Não informado;Não informado;Regularização migratória
27/09/2013;21/10/2015;24;Feminino;18 a 29 anos;Bolívia;Bela Vista;centro;Centro de Acolhida;Não informado;Indígena;Ensino fundamental completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
13/07/2015;28/10/2015;3;Feminino;30 a 39 anos;Bolívia;Bela Vista;centro;Centro de Acolhida;Não informado;Branca;Ensino superior completo;Visto temporário;Não informado;Não informado;Serviços de assistência social
29/12/2014;04/11/2015;10;Feminino;50 a 59 anos;Bolívia;Bela Vista;centro;Sem moradia;Não informado;Branca;Ensino médio completo;Visto temporário;Não informado;Não informado;Serviços de assistência social
20/01/2011;11/11/2015;57;Feminino;40 a 49 anos;Bolívia;Bom Retiro;centro;Aluguel ou pensão;Não informado;Não respondeu;Ensino médio incompleto;Visto permanente;Não informado;Não informado;Documentos
31/10/1997;21/12/2015;217;Feminino;40 a 49 anos;Bolívia;Guaianases;leste;Aluguel ou pensão;Não informado;Parda;Ensino médio incompleto;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
03/08/2004;15/01/2016;137;Masculino;40 a 49 anos;Bolívia;Cangaíba;leste;Aluguel ou pensão;Não informado;Indígena;Ensino médio completo;Visto permanente;Não informado;Não informado;Regularização migratória
12/06/2012;27/01/2016;43;Feminino;18 a 29 anos;Bolívia;Sapopemba;leste;Aluguel ou pensão;Não informado;Parda;Ensino médio completo;Visto temporário;Não informado;Não informado;Não informado
